Staff_Id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Quarter1_KPI_Score,Quarter2_KPI_Score,Quarter3_KPI_Score,Quarter4_KPI_Score
SN00472,32.0,Travel_Rarely,120.0,Research & Development,6,5,Life Sciences,231,3,Male,3,1,Research Scientist,3,Single,3038,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4,53,30,59,64
SN00473,30.0,Travel_Rarely,1339.0,Sales,0,3,Life Sciences,228,2,Female,3,3,Sales Executive,4,Married,9419,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4,62,30,64,59
SN00474,37.0,Non-Travel,1252.0,Sales,19,2,Medical,904,1,Male,3,3,Sales Executive,2,Single,7642,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,52,41,60,63
SN00475,30.0,Non-Travel,111.0,Research & Development,9,3,Medical,239,3,Male,3,2,Laboratory Technician,1,Divorced,3072,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,63,45,78,80
SN00476,38.0,Travel_Rarely,243.0,Sales,7,4,Marketing,709,4,Female,2,2,Sales Executive,4,Single,4028,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,65,40,61,59
SN00477,33.0,Travel_Rarely,392.0,Sales,2,4,Medical,1670,4,Male,3,2,Sales Executive,4,Divorced,5505,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4,66,46,76,71
SN00478,,Non-Travel,208.0,Research & Development,8,4,Life Sciences,1630,3,Female,3,2,Healthcare Representative,3,Married,4148,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9,60,49,76,71
SN00479,,Travel_Rarely,583.0,Research & Development,4,2,Life Sciences,1275,3,Male,3,1,Research Scientist,4,Single,2875,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,53,34,63,61
SN00480,43.0,Travel_Frequently,1001.0,Research & Development,9,5,Medical,663,4,Male,3,2,Laboratory Technician,3,Divorced,5679,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,56,46,72,66
SN00481,32.0,Travel_Rarely,548.0,Research & Development,1,3,Life Sciences,96,2,Male,3,2,Research Scientist,2,Married,6220,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9,53,46,72,70
SN00482,31.0,Travel_Rarely,741.0,Research & Development,2,4,Life Sciences,1721,2,Male,3,1,Laboratory Technician,3,Married,3477,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,65,30,61,59
SN00483,52.0,Travel_Rarely,1325.0,Research & Development,11,4,Life Sciences,813,4,Female,3,2,Laboratory Technician,3,Married,3149,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4,56,43,73,70
SN00484,44.0,Travel_Rarely,1448.0,Sales,28,3,Medical,1039,4,Female,4,4,Sales Executive,4,Married,13320,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,62,33,59,63
SN00485,29.0,Travel_Rarely,1086.0,Research & Development,7,1,Medical,912,1,Female,2,1,Laboratory Technician,4,Divorced,2532,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,66,51,83,72
SN00490,,Travel_Rarely,440.0,Research & Development,21,3,Medical,221,3,Male,3,1,Research Scientist,4,Married,2713,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2,60,35,65,62
SN00492,21.0,Travel_Rarely,,Sales,0,1,Medical,2021,3,Male,3,1,Sales Representative,1,Single,2380,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2,78,53,90,82
SN00493,37.0,Travel_Frequently,663.0,Research & Development,11,3,Other,306,2,Male,3,3,Research Director,4,Divorced,12185,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7,50,32,56,57
SN00494,38.0,Travel_Rarely,1495.0,Research & Development,4,2,Medical,1687,4,Female,3,1,Laboratory Technician,3,Married,3306,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,62,52,82,73
SN00495,,Travel_Rarely,266.0,Research & Development,1,3,Medical,1303,4,Female,3,1,Research Scientist,2,Single,2096,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1,56,45,70,67
SN00496,33.0,Travel_Rarely,931.0,Research & Development,14,3,Medical,252,4,Female,3,1,Research Scientist,2,Married,2756,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,70,47,72,82
SN00497,27.0,Travel_Rarely,1240.0,Research & Development,2,4,Life Sciences,54,4,Female,3,1,Laboratory Technician,1,Divorced,2341,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0,74,50,86,85
SN00498,32.0,Travel_Rarely,498.0,Research & Development,0,4,Medical,966,3,Female,3,2,Manufacturing Director,1,Married,6725,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3,63,36,63,59
SN00499,,Travel_Rarely,1280.0,Research & Development,7,1,Medical,143,4,Male,2,1,Research Scientist,4,Married,2889,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,60,33,61,60
SN00500,36.0,Travel_Rarely,852.0,Research & Development,0,4,Life Sciences,51,2,Female,2,1,Research Scientist,1,Married,3419,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0,66,47,68,65
SN00502,42.0,Non-Travel,355.0,Research & Development,10,4,Technical Degree,1854,3,Male,3,1,Research Scientist,3,Married,2936,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3,50,28,59,57
SN00504,30.0,Travel_Rarely,911.0,Research & Development,1,2,Medical,1989,4,Male,3,1,Laboratory Technician,2,Married,3748,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7,76,52,89,83
SN00505,,Travel_Rarely,538.0,Research & Development,25,2,Other,652,1,Male,2,2,Laboratory Technician,4,Single,3681,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,53,44,70,65
SN00506,52.0,Travel_Rarely,956.0,Research & Development,6,2,Technical Degree,630,4,Male,3,2,Research Scientist,1,Divorced,5577,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,60,48,66,62
SN00507,54.0,Travel_Frequently,966.0,Research & Development,1,4,Life Sciences,1245,4,Female,3,3,Manufacturing Director,3,Divorced,10502,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,56,38,64,64
SN00510,55.0,Travel_Rarely,189.0,Human Resources,26,4,Human Resources,1973,3,Male,4,5,Manager,2,Married,19636,4,Y,Yes,18,3,1,80,1,35,0,3,10,9,1,4,50,28,58,54
SN00511,42.0,Travel_Rarely,1147.0,Human Resources,10,3,Human Resources,1408,3,Female,3,4,Manager,1,Married,16799,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,64,46,76,73
SN00512,,Travel_Frequently,664.0,Research & Development,1,3,Medical,88,2,Male,3,1,Research Scientist,1,Married,2194,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2,56,36,63,62
SN00513,40.0,Travel_Rarely,107.0,Sales,10,3,Technical Degree,1239,2,Female,2,2,Sales Executive,2,Divorced,6852,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,65,34,64,61
SN00514,31.0,Travel_Frequently,163.0,Research & Development,24,1,Technical Degree,1736,4,Female,3,2,Manufacturing Director,4,Single,5238,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,51,44,69,64
SN00516,,Travel_Rarely,991.0,Research & Development,6,3,Life Sciences,686,3,Female,3,1,Laboratory Technician,4,Married,2659,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,58,31,60,60
SN00517,32.0,Non-Travel,862.0,Sales,2,1,Life Sciences,1190,3,Female,3,1,Sales Representative,1,Divorced,2827,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,54,44,68,62
SN00518,38.0,Non-Travel,1336.0,Human Resources,2,3,Human Resources,1805,1,Male,3,1,Human Resources,2,Divorced,2592,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,68,48,67,68
SN00519,22.0,Travel_Rarely,253.0,Research & Development,11,3,Medical,511,1,Female,3,1,Research Scientist,2,Married,2244,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,45,28,59,59
SN00520,22.0,Travel_Rarely,217.0,Research & Development,8,1,Life Sciences,1019,2,Male,1,1,Laboratory Technician,1,Married,2451,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,56,44,66,63
SN00521,27.0,Travel_Rarely,1134.0,Research & Development,16,4,Technical Degree,1001,3,Female,3,1,Laboratory Technician,2,Married,2811,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2,65,31,59,60
SN00522,38.0,Travel_Rarely,723.0,Sales,2,4,Marketing,1835,2,Female,1,2,Sales Representative,4,Married,5405,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3,63,45,80,72
SN00523,29.0,Travel_Rarely,232.0,Research & Development,19,3,Technical Degree,611,4,Male,3,2,Manufacturing Director,4,Divorced,4262,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,51,41,59,63
SN00525,31.0,Travel_Rarely,746.0,Research & Development,8,4,Life Sciences,98,3,Female,3,2,Manufacturing Director,4,Single,4424,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8,61,38,64,65
SN00526,55.0,Non-Travel,177.0,Research & Development,8,1,Medical,1278,4,Male,2,4,Healthcare Representative,2,Divorced,13577,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0,53,46,73,67
SN00527,59.0,Travel_Rarely,818.0,Human Resources,6,2,Medical,321,2,Male,3,1,Human Resources,3,Married,2267,8,Y,No,17,3,4,80,0,7,2,2,2,2,2,2,60,33,61,60
SN00528,48.0,Travel_Rarely,163.0,Sales,2,5,Marketing,595,2,Female,3,2,Sales Executive,4,Married,4051,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,56,30,59,63
SN00529,43.0,Travel_Frequently,313.0,Research & Development,21,3,Medical,525,4,Male,3,1,Laboratory Technician,4,Married,2258,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,53,27,58,57
SN00530,,Travel_Rarely,950.0,Research & Development,7,3,Other,845,3,Male,3,3,Manufacturing Director,3,Single,10221,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6,57,47,73,70
SN00531,33.0,Travel_Rarely,134.0,Research & Development,2,3,Life Sciences,242,3,Male,3,1,Research Scientist,4,Single,2500,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2,56,40,65,60
SN00532,53.0,Travel_Rarely,1219.0,Sales,2,4,Life Sciences,23,1,Female,2,4,Manager,4,Married,15427,2,Y,No,16,3,3,80,0,31,3,3,25,8,3,7,52,46,69,71
SN00533,46.0,Non-Travel,849.0,Sales,26,2,Life Sciences,1801,2,Male,2,2,Sales Executive,2,Single,7991,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,63,47,65,68
SN00534,31.0,Travel_Rarely,1398.0,Human Resources,8,2,Medical,1461,4,Female,4,1,Human Resources,2,Single,2109,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2,58,46,72,68
SN00535,38.0,Travel_Rarely,343.0,Research & Development,15,2,Life Sciences,461,3,Male,2,3,Research Director,4,Divorced,11510,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9,66,45,67,69
SN00536,55.0,Travel_Rarely,1136.0,Research & Development,1,4,Medical,1424,2,Male,4,4,Research Director,4,Divorced,14732,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0,62,50,81,71
SN00537,60.0,Travel_Rarely,696.0,Sales,7,4,Marketing,1233,2,Male,4,2,Sales Executive,4,Divorced,5220,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,63,47,73,66
SN00539,38.0,Travel_Frequently,,Research & Development,29,5,Life Sciences,79,4,Female,3,2,Laboratory Technician,4,Single,2406,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9,52,40,61,59
SN00540,46.0,Travel_Rarely,1277.0,Sales,2,3,Life Sciences,1732,3,Male,3,3,Sales Executive,4,Divorced,10368,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3,60,46,82,71
SN00541,,Travel_Rarely,1158.0,Research & Development,9,3,Medical,377,4,Male,3,1,Research Scientist,4,Married,2070,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4,50,43,69,68
SN00543,33.0,Travel_Frequently,1146.0,Sales,25,3,Medical,1220,2,Female,3,2,Sales Executive,3,Married,4539,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,68,45,71,64
SN00544,40.0,Non-Travel,1142.0,Research & Development,8,2,Life Sciences,1552,4,Male,3,2,Healthcare Representative,4,Divorced,4069,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2,65,39,61,62
SN00546,,Travel_Frequently,1479.0,Research & Development,1,3,Life Sciences,384,3,Female,3,2,Manufacturing Director,2,Divorced,6397,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4,73,53,89,80
SN00547,,Non-Travel,1180.0,Research & Development,2,2,Medical,1804,2,Male,3,2,Manufacturing Director,4,Divorced,5762,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7,82,54,83,82
SN00548,33.0,Travel_Rarely,1069.0,Research & Development,1,3,Life Sciences,969,2,Female,2,2,Healthcare Representative,4,Single,6949,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4,58,48,68,71
SN00552,48.0,Travel_Rarely,277.0,Research & Development,6,3,Life Sciences,1022,1,Male,2,2,Healthcare Representative,3,Single,4240,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,42,27,56,55
SN00553,54.0,Travel_Rarely,431.0,Research & Development,7,4,Medical,1830,4,Female,3,2,Research Scientist,4,Married,6854,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,57,31,64,60
SN00555,43.0,Non-Travel,343.0,Research & Development,9,3,Life Sciences,1813,1,Male,3,1,Research Scientist,3,Single,2438,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2,56,37,60,65
SN00556,29.0,Travel_Rarely,726.0,Research & Development,29,1,Life Sciences,1859,4,Male,1,2,Healthcare Representative,3,Divorced,6384,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6,55,45,67,70
SN00557,34.0,Non-Travel,999.0,Research & Development,26,1,Technical Degree,1374,1,Female,2,1,Research Scientist,3,Divorced,2029,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0,59,33,59,60
SN00559,27.0,Travel_Rarely,486.0,Research & Development,8,3,Medical,1647,2,Female,4,1,Research Scientist,3,Married,3517,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2,49,30,56,53
SN00561,39.0,Travel_Rarely,466.0,Research & Development,1,1,Life Sciences,1026,4,Female,2,4,Manufacturing Director,4,Married,12742,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,50,47,73,65
SN00562,27.0,Travel_Rarely,,Research & Development,9,3,Medical,260,4,Female,3,1,Research Scientist,2,Single,2279,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,58,34,64,59
SN00563,59.0,Travel_Rarely,1429.0,Research & Development,18,4,Medical,1283,4,Male,3,3,Manufacturing Director,4,Single,10512,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4,84,54,86,83
SN00564,31.0,Travel_Rarely,688.0,Sales,7,3,Life Sciences,613,3,Male,2,3,Manager,4,Divorced,11557,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,60,43,74,68
SN00565,,Travel_Rarely,1179.0,Research & Development,19,4,Medical,1216,4,Male,2,1,Laboratory Technician,1,Married,3196,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,63,31,60,59
SN00566,34.0,Non-Travel,1381.0,Sales,4,4,Marketing,523,3,Female,3,2,Sales Executive,3,Married,6538,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,59,43,65,67
SN00567,31.0,Travel_Rarely,154.0,Sales,7,4,Life Sciences,941,2,Male,2,1,Sales Representative,3,Married,2329,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2,55,38,63,60
SN00568,53.0,Travel_Frequently,124.0,Sales,2,3,Marketing,1050,3,Female,2,3,Sales Executive,2,Married,7525,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,56,40,62,61
SN00569,41.0,Travel_Rarely,582.0,Research & Development,28,4,Life Sciences,2034,1,Female,2,4,Manufacturing Director,2,Married,13570,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10,58,47,68,68
SN00570,54.0,Travel_Rarely,1441.0,Research & Development,17,3,Technical Degree,1013,3,Female,3,3,Manufacturing Director,3,Married,10739,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,54,41,59,59
SN00571,30.0,Non-Travel,1400.0,Research & Development,0,3,Life Sciences,562,3,Male,3,1,Laboratory Technician,4,Married,2097,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,62,43,66,68
SN00572,49.0,Travel_Rarely,1261.0,Research & Development,7,3,Other,499,2,Male,2,3,Healthcare Representative,3,Single,10965,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,61,39,59,59
SN00573,46.0,Travel_Rarely,1485.0,Research & Development,18,3,Medical,550,3,Female,3,2,Manufacturing Director,3,Divorced,4810,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,66,47,75,82
SN00574,36.0,Travel_Rarely,132.0,Research & Development,6,3,Life Sciences,97,2,Female,4,1,Laboratory Technician,4,Married,3038,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0,53,45,65,62
SN00576,27.0,Travel_Rarely,,Research & Development,19,3,Other,1619,4,Male,2,1,Laboratory Technician,1,Divorced,4066,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7,58,44,70,65
SN00577,32.0,Travel_Rarely,646.0,Research & Development,9,4,Life Sciences,679,1,Female,3,2,Research Scientist,4,Married,6322,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,65,32,64,59
SN00578,29.0,Travel_Rarely,718.0,Research & Development,8,1,Medical,1150,2,Male,2,2,Manufacturing Director,4,Married,5056,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,52,37,64,62
SN00579,37.0,Travel_Rarely,290.0,Research & Development,21,3,Life Sciences,267,2,Male,4,1,Research Scientist,1,Married,3564,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7,68,45,68,62
SN00580,,Travel_Rarely,1349.0,Research & Development,7,2,Life Sciences,1601,3,Male,2,1,Laboratory Technician,4,Married,2690,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1,70,49,75,80
SN00581,51.0,Travel_Rarely,1318.0,Sales,26,4,Marketing,851,1,Female,3,4,Manager,3,Married,16307,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17,56,40,65,59
SN00582,34.0,Travel_Rarely,1031.0,Research & Development,6,4,Life Sciences,151,3,Female,2,2,Research Scientist,2,Divorced,4505,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0,60,43,71,62
SN00583,40.0,Travel_Rarely,1398.0,Sales,2,4,Life Sciences,558,3,Female,3,5,Manager,3,Married,18041,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,58,33,58,60
SN00584,38.0,Travel_Frequently,1444.0,Human Resources,1,4,Other,1972,4,Male,3,1,Human Resources,2,Married,2991,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2,54,33,64,60
SN00585,48.0,Travel_Rarely,855.0,Research & Development,4,3,Life Sciences,1363,4,Male,3,3,Manufacturing Director,4,Single,7898,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,54,39,63,60
SN00586,42.0,Travel_Rarely,933.0,Research & Development,29,3,Life Sciences,836,2,Male,3,2,Manufacturing Director,2,Married,4434,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,61,43,71,70
SN00587,31.0,Non-Travel,697.0,Research & Development,10,3,Medical,1979,3,Female,3,3,Research Director,3,Married,11031,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8,58,35,64,64
SN00589,,Travel_Frequently,636.0,Research & Development,4,4,Other,1185,4,Male,2,1,Laboratory Technician,4,Married,2376,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,59,34,59,64
SN00591,42.0,Non-Travel,335.0,Research & Development,23,2,Life Sciences,1976,4,Male,2,2,Research Scientist,3,Single,4332,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7,53,34,59,59
SN00592,39.0,Travel_Frequently,945.0,Research & Development,22,3,Medical,1043,4,Female,3,3,Manufacturing Director,1,Single,10880,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,63,31,62,59
SN00593,22.0,Travel_Rarely,604.0,Research & Development,6,1,Medical,675,1,Male,3,1,Research Scientist,3,Married,2773,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,68,45,71,71
SN00594,29.0,Travel_Rarely,153.0,Research & Development,15,2,Life Sciences,15,4,Female,2,2,Laboratory Technician,3,Single,4193,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8,53,43,68,66
SN00595,43.0,Travel_Rarely,1473.0,Research & Development,8,4,Other,526,3,Female,3,2,Healthcare Representative,3,Divorced,4522,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,63,43,66,66
SN00596,,Travel_Frequently,496.0,Research & Development,11,2,Medical,390,1,Male,3,2,Healthcare Representative,1,Married,4741,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3,60,48,65,63
SN00597,31.0,Travel_Rarely,616.0,Research & Development,12,3,Medical,961,4,Female,3,2,Healthcare Representative,4,Married,5855,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5,52,32,61,59
SN00599,38.0,Travel_Rarely,1206.0,Research & Development,9,2,Life Sciences,1940,2,Male,3,1,Research Scientist,4,Divorced,4771,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3,50,24,58,52
SN00601,56.0,Travel_Rarely,718.0,Research & Development,4,4,Technical Degree,1191,4,Female,3,5,Manager,1,Divorced,19943,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,51,34,61,63
SN00602,34.0,Travel_Frequently,303.0,Sales,2,4,Marketing,216,3,Female,3,1,Sales Representative,3,Married,2231,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2,58,46,65,70
SN00603,31.0,Travel_Rarely,1332.0,Research & Development,11,2,Medical,1251,3,Male,3,2,Healthcare Representative,1,Married,6833,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,54,34,62,62
SN00604,48.0,Travel_Frequently,365.0,Research & Development,4,5,Medical,1644,3,Male,2,4,Manager,4,Married,15202,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2,62,47,70,71
SN00605,40.0,Travel_Rarely,1416.0,Research & Development,2,2,Medical,352,1,Male,3,5,Research Director,3,Divorced,19436,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9,61,45,77,77
SN00606,40.0,Travel_Rarely,1124.0,Sales,1,2,Medical,453,2,Male,1,2,Sales Executive,4,Married,7457,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2,53,41,64,65
SN00607,,Travel_Rarely,682.0,Sales,18,4,Medical,1945,2,Male,3,2,Sales Executive,1,Married,5561,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,50,40,60,60
SN00609,,Non-Travel,727.0,Research & Development,0,3,Life Sciences,704,3,Male,2,1,Laboratory Technician,3,Married,1281,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,62,44,74,68
SN00610,34.0,Travel_Frequently,560.0,Research & Development,1,4,Other,1431,4,Male,3,1,Research Scientist,1,Divorced,2996,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,58,36,59,61
SN00611,40.0,Travel_Rarely,300.0,Sales,26,3,Marketing,1066,3,Male,3,2,Sales Executive,1,Married,8396,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,59,44,65,68
SN00614,46.0,Travel_Rarely,228.0,Sales,0,3,Life Sciences,1527,3,Female,3,4,Manager,2,Married,16606,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1,50,30,59,61
SN00615,27.0,Travel_Frequently,1410.0,Sales,0,1,Medical,714,4,Female,4,2,Sales Executive,4,Divorced,4647,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,50,44,65,62
SN00616,34.0,Travel_Rarely,419.0,Research & Development,7,4,Life Sciences,28,1,Female,3,3,Research Director,2,Single,11994,0,Y,No,11,3,3,80,0,13,4,3,12,6,2,11,70,50,75,78
SN00617,42.0,Travel_Rarely,1332.0,Research & Development,2,4,Other,477,1,Male,2,2,Healthcare Representative,4,Single,6781,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,72,51,88,86
SN00619,37.0,Travel_Rarely,1192.0,Research & Development,0,2,Medical,460,4,Male,3,2,Manufacturing Director,4,Divorced,6347,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4,51,35,60,65
SN00620,54.0,Travel_Rarely,548.0,Research & Development,8,4,Life Sciences,578,3,Female,3,2,Laboratory Technician,3,Single,3780,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,50,47,67,68
SN00621,49.0,Travel_Rarely,1245.0,Research & Development,18,4,Life Sciences,638,4,Male,2,5,Research Director,3,Divorced,19502,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,68,48,71,83
SN00624,38.0,Travel_Frequently,1394.0,Research & Development,8,3,Medical,1937,4,Female,2,2,Research Scientist,2,Divorced,2133,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7,61,44,75,69
SN00625,36.0,Travel_Rarely,1174.0,Sales,0,4,Marketing,1425,1,Female,3,2,Sales Executive,2,Single,9278,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,62,48,75,66
SN00626,39.0,Travel_Rarely,116.0,Research & Development,24,1,Life Sciences,2014,1,Male,3,2,Research Scientist,4,Single,4108,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7,52,37,58,59
SN00627,46.0,Travel_Frequently,638.0,Research & Development,1,3,Medical,124,3,Male,2,3,Healthcare Representative,1,Married,10673,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5,67,49,76,80
SN00628,54.0,Travel_Rarely,971.0,Research & Development,1,3,Medical,1422,4,Female,3,4,Research Director,4,Single,17328,6,Y,No,19,3,4,80,0,29,3,2,20,7,12,7,63,43,69,65
SN00629,45.0,Non-Travel,805.0,Research & Development,4,2,Life Sciences,972,3,Male,3,2,Laboratory Technician,2,Married,4447,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8,66,50,80,83
SN00630,27.0,Travel_Rarely,205.0,Sales,10,3,Marketing,1403,4,Female,2,2,Sales Executive,4,Married,5769,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4,54,48,73,68
SN00631,45.0,Travel_Rarely,194.0,Research & Development,9,3,Life Sciences,206,2,Male,3,2,Laboratory Technician,2,Divorced,2348,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,51,33,58,60
SN00632,31.0,Travel_Rarely,196.0,Sales,29,4,Marketing,1784,1,Female,2,2,Sales Executive,4,Married,5468,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,65,44,66,67
SN00633,27.0,Travel_Rarely,155.0,Research & Development,4,3,Life Sciences,2064,2,Male,4,2,Manufacturing Director,2,Married,6142,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3,47,27,57,54
SN00635,,Travel_Rarely,384.0,Sales,8,4,Life Sciences,805,1,Female,3,1,Sales Representative,4,Married,2572,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2,49,30,58,57
